scorer,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020,DLC_Resnet50_fish_twoMay24shuffle1_snapshot_020
bodyparts,head1,head1,head1,body1,body1,body1,tail1,tail1,tail1,head2,head2,head2,body2,body2,body2,tail2,tail2,tail2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
6693,1207.7755,419.00995,0.2467838,106.35141,589.49567,0.25577965,104.81909,597.8869,0.20267132,1206.2549,409.61423,0.38363618,1198.533,430.41373,0.21189432,1154.5568,430.1826,0.17260069
6694,1207.6473,418.299,0.25295353,1176.9197,423.72238,0.25667217,105.076515,597.95123,0.20623238,1205.9696,409.43683,0.39637795,1198.6875,431.10602,0.21108213,1153.9106,430.4904,0.17348756
6695,1207.3572,418.26117,0.24827076,106.1543,589.6628,0.24767193,105.41501,598.3872,0.20483792,1205.8727,409.2549,0.39169046,1198.6329,431.20648,0.2067979,1153.9016,430.9084,0.1749392
6696,1207.8312,418.80023,0.2484639,1176.834,423.57468,0.26050955,1152.5771,435.58542,0.18540646,1206.0957,409.55298,0.39691672,1198.7822,430.72244,0.20926258,1153.833,430.65823,0.17765662
6697,1207.7429,418.94254,0.2459023,1176.6774,423.72284,0.26595053,1152.3925,436.39066,0.19717567,1206.1117,409.34818,0.39397997,1198.6415,430.95026,0.20650837,1153.1986,431.5287,0.18145576
6698,1207.613,418.78116,0.24960615,1177.0532,423.5153,0.2771698,1152.3695,435.24216,0.2115119,1206.077,409.5304,0.40095103,1177.5469,426.12903,0.20951608,1153.2433,430.6078,0.18218626
6699,1207.7233,418.6687,0.25044027,1177.271,423.46747,0.27516076,1152.4628,435.07812,0.21027924,1206.1222,409.56686,0.39195392,1177.4849,426.01907,0.20868146,1153.1302,430.45764,0.17982733
6700,1207.7114,418.71814,0.24774364,1177.0088,423.48422,0.28554234,1152.0844,435.04465,0.22330709,1206.2673,409.64365,0.40055403,1177.5841,425.69348,0.21614647,1152.7723,430.4325,0.1894972
6701,1207.7811,418.84055,0.24852106,1176.854,423.53683,0.2711551,105.698524,598.7142,0.2074204,1206.2952,409.80383,0.39960423,1178.1671,425.51846,0.20347096,1153.1367,430.51736,0.19569711
6702,1207.2542,418.19287,0.24890298,1177.132,423.45218,0.2838873,1154.0966,438.48874,0.2417373,1205.6578,409.42395,0.3950103,1177.2542,425.6709,0.22018397,1151.8962,430.17786,0.19232705
6703,1207.1044,417.72702,0.24799392,1176.1592,423.42584,0.28023043,1153.4006,437.50772,0.2505687,1205.4344,409.25592,0.38630164,1176.5476,425.67865,0.21835329,1151.2893,429.9371,0.18859516
6704,1207.0085,417.68594,0.24772388,1175.9913,423.33755,0.27949062,1153.3597,436.86783,0.24408844,1205.1146,409.69467,0.38021362,1176.5199,425.5583,0.21712326,1151.2471,429.66827,0.18737698
6705,1206.9778,417.72217,0.24874906,1177.5474,423.24887,0.27216098,1153.1676,437.0858,0.24096198,1205.2817,410.00073,0.3837906,1176.3079,425.2878,0.21708897,1151.15,430.13687,0.18359585
6706,1206.8268,417.81378,0.24593371,1163.3337,427.33804,0.27950206,1153.8451,436.70322,0.24448851,1205.1729,409.97516,0.38427457,1175.8553,424.78232,0.22268304,1151.4043,429.96054,0.18005863
6707,1206.745,417.80716,0.2481865,1163.2717,427.67657,0.28858033,1154.0468,437.08954,0.2472692,1205.379,410.5078,0.39178157,1175.3787,425.04,0.22850364,1151.4181,430.5191,0.17428154
6708,1206.9675,417.99246,0.2518559,1162.3245,427.4921,0.27494907,1150.5734,434.79605,0.23562865,1205.5448,410.68506,0.40652597,1175.4622,424.528,0.22646771,1151.7288,431.20715,0.18967032
6709,1206.8071,418.01538,0.24423766,1162.4731,427.29025,0.2909765,1150.2948,435.13278,0.24208203,1205.6818,411.01257,0.3931456,1174.7863,424.6516,0.23398423,1151.4833,431.87073,0.18587956
6710,1207.2051,418.1205,0.2545113,1161.8628,426.86697,0.2795915,1150.5482,435.59763,0.23356389,1205.6946,411.40164,0.38583744,1174.8937,424.17035,0.21860945,1151.7003,432.00043,0.17677546
6711,1207.1074,418.28128,0.2535164,1162.1156,426.5637,0.28311256,1153.3438,438.53635,0.22634439,1205.8386,411.7899,0.3848483,1174.5138,424.13367,0.21588342,1151.8491,432.53046,0.17778578
6712,1207.55,418.2906,0.26395267,1161.2313,426.88965,0.27943572,1154.6597,440.12845,0.2077079,1206.2599,412.73914,0.4062987,1166.1381,429.62485,0.21285482,1151.8081,433.868,0.1725964
6713,1207.449,415.07495,0.26230565,1160.8843,426.7524,0.26177445,1155.109,440.47775,0.19562753,1206.7958,413.01175,0.39018396,1166.0336,429.7508,0.20472458,1151.9089,433.7823,0.1704678
6714,1207.6201,415.19373,0.2530417,1161.2898,426.15546,0.25611192,1154.0066,439.386,0.20035428,1207.1073,413.38858,0.38669443,1166.1195,429.1602,0.20483577,1151.5167,433.4627,0.16608913
6715,1207.8291,419.12225,0.24841408,1161.3896,425.83307,0.24554335,106.84348,599.55145,0.190961,1206.8782,414.21896,0.37171566,1166.2838,428.9171,0.19786768,1151.7349,432.87292,0.1676948
6716,1207.4379,415.8913,0.25100794,1161.9847,426.14133,0.24708487,1153.5571,438.22086,0.19228196,1206.8806,414.28888,0.3629573,1166.5466,429.02014,0.18770565,1151.3861,432.1977,0.17291299
6717,1207.6642,415.79883,0.24300304,1163.3802,425.21637,0.2647261,106.80969,599.3632,0.19536798,1206.7013,414.4099,0.3490528,1183.6632,425.09747,0.19148514,1151.0835,431.50006,0.16333047
6718,1207.6614,415.90607,0.23585734,1163.9554,424.8662,0.25683025,106.640976,599.4489,0.20424406,1206.7849,414.4206,0.3538833,1170.3209,423.9047,0.1843443,1150.7745,431.988,0.15069363
6719,1208.2552,415.9983,0.24939688,1164.5701,424.4735,0.26436988,106.40753,599.6865,0.20390166,1207.3965,414.63367,0.3625214,1170.4618,423.4285,0.1968018,1141.6562,434.13306,0.14609912
6720,1208.098,416.01715,0.23436187,1164.2856,424.75772,0.24084227,107.27709,599.9612,0.1941025,1207.2324,414.5233,0.35273272,1170.7421,423.2133,0.18702795,1151.5679,431.04254,0.16821161
6721,1208.5319,416.06854,0.23719722,1164.6543,424.76987,0.24215773,1149.738,433.11008,0.18156491,1207.7297,414.63174,0.35952944,1171.0592,422.9002,0.18920517,1151.5715,431.12988,0.17059904
6722,1207.8165,418.56207,0.22123134,1164.5243,424.528,0.232414,106.3658,599.9892,0.20857929,1207.7917,414.54892,0.338257,1170.6871,422.95316,0.1851376,1151.6215,430.79767,0.1743728
6723,1208.3098,415.62314,0.22772191,1164.9749,424.2891,0.22831585,107.10875,599.4263,0.20886019,1207.2871,414.27902,0.3367918,1170.9058,422.2525,0.18332739,1139.9965,429.77295,0.17199653
6724,1207.4773,418.44553,0.21962488,1164.6133,423.97977,0.23691504,106.77089,598.9808,0.2071017,1207.439,414.2845,0.3219542,1170.2882,422.5575,0.19074981,1138.8507,430.55658,0.17194721
6725,1207.6495,419.26028,0.21718943,1165.2256,423.87762,0.22965603,107.30329,599.3787,0.20456623,1208.2496,414.86517,0.323166,1170.6608,421.81375,0.17809494,1138.3646,428.98328,0.17945105
6726,1209.9218,416.7828,0.2183975,1165.5796,424.24323,0.22654377,107.55905,599.4457,0.19039553,1208.5751,415.1689,0.31355667,1171.2681,421.29895,0.18028215,1139.0277,429.15628,0.17491737
6727,1209.781,417.20084,0.23233297,1165.5847,424.34747,0.24194612,106.586174,599.12823,0.20958903,1208.5021,415.38745,0.31537452,1171.1774,421.59348,0.18851262,1138.2781,428.78696,0.17781705
6728,1210.44,417.26645,0.2290105,1165.5608,424.5066,0.24921991,1150.3126,431.58362,0.21457984,1209.1227,415.40695,0.30788726,1171.0618,421.7085,0.1839991,1137.916,428.60687,0.18897179
6729,1211.3948,418.9807,0.22648188,1166.1869,424.8528,0.24420018,1150.2167,429.48505,0.22110896,1209.8931,416.92297,0.28152168,1174.5967,423.34427,0.18995127,1138.5391,429.07358,0.16069236
6730,1211.8856,419.16898,0.21462032,1166.0322,424.86813,0.25794008,1140.3798,433.00168,0.24629125,1210.5231,417.11063,0.2583161,1173.8353,423.24722,0.19246522,1136.6869,428.13144,0.17622717
6731,1212.1852,418.73697,0.20975438,1165.972,424.8573,0.26787055,1140.0101,433.15836,0.25518364,1210.8591,416.67743,0.25545925,1173.4288,423.60107,0.19065751,1136.0375,427.7786,0.18488896
6732,1211.8671,418.79755,0.2039401,1165.8734,424.56967,0.26487097,1140.6377,433.00647,0.23907779,1210.5016,416.66013,0.26091912,1173.1055,423.75534,0.18708235,1136.2352,427.98804,0.18035364
6733,36.580467,619.60077,0.20273326,1165.904,424.9241,0.2459438,1150.8708,431.15823,0.22371893,1210.404,416.89252,0.25715035,1173.67,423.62268,0.18519714,1136.7208,428.276,0.18203138
6734,36.177628,619.37805,0.2025569,1166.094,424.85464,0.25453997,1151.2269,431.11136,0.22770013,1211.0627,417.50748,0.25144613,1173.6198,423.88608,0.18229403,1136.788,428.36234,0.18108512
6735,1212.0963,419.30466,0.20239276,1165.7596,424.68805,0.2639846,1140.4825,432.59988,0.23266311,1210.7341,417.1782,0.25508958,1173.0587,423.8086,0.1813142,1136.6385,427.8361,0.1820474
6736,1212.2262,418.79047,0.20074865,1165.6295,424.50833,0.26124826,1140.1567,433.37448,0.23697807,1210.905,416.81052,0.25685248,1172.9277,423.67856,0.17950964,1136.2781,428.4414,0.17761919
6737,1212.4066,418.50467,0.19497922,1165.8408,424.61606,0.26530632,1138.9615,432.87494,0.24151273,1211.1576,416.60394,0.2494151,1172.941,423.5695,0.18328942,1135.866,427.76965,0.19277292
6738,35.626236,619.46246,0.20300199,1165.9789,424.74725,0.2646011,1141.098,431.979,0.2403903,1211.0343,417.0519,0.24993874,1172.9219,423.5185,0.18128073,1136.7776,427.92422,0.17316873
6739,35.469406,619.84467,0.21173234,1165.9059,424.3213,0.25847927,1151.4132,430.00314,0.22921744,1211.1917,417.0844,0.24489501,1172.9442,423.46347,0.18412057,1136.5221,427.85513,0.17938517
6740,35.0065,619.40985,0.20695315,1165.6656,424.2011,0.26319894,1139.6409,433.67764,0.24246873,1211.247,417.25247,0.25091413,1172.8015,423.3561,0.18861577,1135.5463,428.58588,0.1814793
6741,34.027336,618.8149,0.20540506,1165.9076,424.16843,0.25573817,1139.4409,430.83154,0.23894708,1211.417,417.32074,0.24155943,1172.6086,423.33408,0.18629655,1136.4681,427.533,0.16733503
6742,33.52988,618.524,0.20712188,1166.3953,424.76294,0.24220842,1139.686,430.6425,0.22192962,1211.4038,417.53918,0.24594057,1172.9923,422.6133,0.18849683,1137.0424,427.75055,0.16867486
6743,33.733696,618.5825,0.21457225,1166.7417,424.81845,0.23682338,1151.0848,428.27594,0.21500127,36.212696,619.1894,0.24137114,1173.3333,422.827,0.18545744,1137.3932,427.87466,0.1728651
6744,1212.7332,418.55203,0.20708013,1166.7798,424.7391,0.2511688,1139.4812,430.4284,0.22906427,1211.3066,416.8448,0.25813204,1173.2452,423.11206,0.1890978,1137.1719,427.69684,0.16846955
6745,33.129333,618.41406,0.19647375,1166.7277,424.64478,0.25193122,1151.0613,428.2182,0.2254313,35.520958,618.77625,0.25376144,1173.3329,422.83,0.19261801,1137.4427,428.17175,0.16300642
6746,1212.4568,418.96713,0.20168406,1166.4816,424.6906,0.2451311,1140.0359,430.86838,0.2213232,1210.829,417.0571,0.25334448,1173.3285,422.83865,0.18892351,1137.6332,428.117,0.16415906
6747,1212.9338,419.09027,0.20056285,1167.4172,425.12503,0.23579575,1150.6194,428.38702,0.21403979,1211.4117,417.31882,0.2578004,1173.9432,423.3554,0.17946668,1137.9976,428.2658,0.16945893
6748,1213.1764,418.86252,0.20713061,1166.5822,424.79395,0.24881212,1140.0325,430.4504,0.22087061,1211.6967,417.114,0.25897673,1173.7057,423.10352,0.18267661,1138.0032,428.13464,0.16378927
6749,1213.1158,419.02518,0.20136207,1166.0088,424.34085,0.25108352,1139.4983,430.51917,0.229653,34.87937,618.3221,0.2525624,1173.1293,423.17062,0.18745093,1136.991,427.87842,0.16785237
6750,1212.6957,418.608,0.19757476,1165.5731,424.55862,0.24462907,1139.2069,430.6232,0.23743887,1211.0754,416.76837,0.2504089,1172.8844,423.25195,0.17836334,1136.7917,428.13806,0.15857878
6751,1212.7651,418.76657,0.19841772,1166.7422,424.88016,0.23561768,1150.8542,427.9744,0.21844839,1211.1667,416.94876,0.25308233,1173.5963,423.03604,0.18355629,1137.7552,428.2246,0.16332987
6752,1212.8427,418.6519,0.19817007,1166.5485,424.9301,0.24052401,1139.0066,430.1005,0.22103031,1211.342,416.9932,0.25963545,1173.0785,423.14255,0.1775022,1137.6263,428.36264,0.16054608
6753,1212.9823,419.54883,0.2036461,1167.2477,425.0,0.24287534,1150.5651,427.3426,0.23132141,1211.3469,417.53662,0.25323093,1173.7047,423.3006,0.18635231,1137.5848,428.36954,0.16028617
6754,1212.4911,418.6392,0.20639478,1167.0637,425.03665,0.25242838,1150.8153,427.1565,0.22644874,1210.9109,416.81702,0.2566445,1173.3741,423.25485,0.18538305,1137.6139,428.40372,0.15890042
6755,1212.5437,418.87997,0.20102093,1165.9081,424.5272,0.2508983,1139.4008,429.38907,0.23304468,1210.9813,416.93845,0.25298464,1172.5813,423.4935,0.17606142,1137.2706,428.164,0.15197194
6756,1212.4686,418.83105,0.1923058,1173.955,421.8712,0.22906289,1150.6599,426.85092,0.23275392,1210.9331,416.98837,0.24790776,1173.7651,422.62607,0.19537854,1138.0629,428.61978,0.16782758
6757,1212.2412,418.6291,0.19940469,1166.7324,424.59802,0.23180188,1150.8986,426.87433,0.22729965,1210.6453,416.77426,0.25441068,1173.5989,422.81134,0.18885356,1137.922,428.64545,0.16014539
6758,1212.481,418.47195,0.19236927,1167.0176,424.91345,0.23428442,1150.8536,426.77765,0.21978082,1210.6814,416.72543,0.2450924,1173.6176,422.65982,0.18583822,1138.0068,428.51028,0.15852493
6759,1212.1669,418.2763,0.20082483,1166.6783,424.76056,0.24971737,1151.0654,426.84717,0.23466863,1210.6968,416.63995,0.2518198,1173.5168,423.11252,0.18604961,1137.7256,428.35083,0.15036279
6760,1212.2067,418.78738,0.21181959,1166.2291,424.6675,0.24477407,1151.2567,426.68924,0.2419628,1210.6887,416.9185,0.25798333,1173.465,423.07812,0.19261983,1137.6729,428.60828,0.1462717
6761,1212.2153,418.73004,0.21432467,1166.0287,424.4389,0.24635465,1151.3947,426.6966,0.23419185,1210.6106,417.04678,0.2660313,1172.9797,423.10602,0.19179708,1137.2548,428.6179,0.15074776
6762,1212.066,418.15887,0.20439929,1166.2916,424.40137,0.24129494,1151.2424,426.73135,0.22839548,1210.4839,416.55096,0.26287442,1173.254,422.9598,0.1882171,1137.488,428.6255,0.15219966
6763,1211.823,418.2014,0.21102528,1166.1343,424.6172,0.23096316,1151.5818,426.94257,0.21535501,1210.3104,416.5907,0.26137286,1173.101,422.96832,0.18412094,1137.8424,428.87524,0.1538302
6764,1212.6133,418.44858,0.20264377,1167.091,425.03714,0.23500715,1150.7444,426.31885,0.23228687,1211.0188,416.83942,0.2536265,1174.0339,423.02643,0.18601653,1138.1787,428.85867,0.1554802
6765,1212.268,418.12183,0.20980039,1166.7444,424.83173,0.23824087,1150.9622,426.8302,0.23621158,1210.7378,416.53336,0.26278844,1173.5323,422.9939,0.19192967,1137.1492,428.361,0.15906467
6766,1212.1191,418.55072,0.21015427,1166.2802,424.80862,0.23816241,1150.9823,426.33752,0.24184111,1210.5084,416.82132,0.25941396,1173.741,422.8768,0.1928834,1137.6788,429.52362,0.14410451
6767,1211.6908,418.28506,0.20581084,1166.5416,424.85083,0.24208717,1150.9832,426.23294,0.23458673,1210.2155,416.4816,0.25501183,1173.5073,422.91568,0.19003794,1137.9929,429.42166,0.14857426
6768,1211.1249,417.51297,0.20939688,1167.0535,425.1153,0.22845699,1150.5958,426.19962,0.22201774,1209.5951,415.8782,0.26965362,1173.9009,422.74496,0.19123217,1138.5417,429.21048,0.14531107
6769,1211.1531,417.4057,0.20631848,1164.1338,422.4224,0.22842154,1150.4532,426.20798,0.22743799,1209.5018,415.83914,0.27135265,1173.8055,422.99664,0.19123611,1138.3912,428.9202,0.15141208
6770,1210.7705,417.3283,0.20238397,1164.0138,422.06247,0.22364016,1150.267,425.64185,0.23227112,1209.1921,415.60522,0.26814547,1173.9213,422.46524,0.20055327,1135.8455,423.53757,0.14800799
6771,1210.7515,417.23193,0.21219757,1166.9452,424.96042,0.23984222,1150.6437,426.08237,0.23531944,1209.3104,415.56003,0.2657537,1173.382,423.0351,0.19270289,1138.322,428.95078,0.15048918
6772,1210.6041,417.24756,0.21821573,1167.0768,425.07034,0.23848894,1150.5122,425.92334,0.23508832,1209.2701,415.55344,0.28685993,1173.7026,422.85675,0.1992904,1138.3138,429.14252,0.14444664
6773,1210.5645,417.43192,0.21676637,1166.7328,424.90237,0.24280225,1150.8995,426.213,0.23384954,1209.2842,415.67422,0.28743377,1173.4357,422.82318,0.19691269,1138.0497,429.02225,0.14697182
6774,1211.1389,418.1902,0.21028514,1167.1969,424.8944,0.2420695,1150.4591,426.2136,0.2391904,1209.6217,416.33466,0.27702886,1173.651,423.01224,0.19995657,1138.0471,428.7811,0.15684614
6775,1210.9982,417.92575,0.20925674,1166.7179,424.8512,0.23622239,1150.7999,426.08823,0.23295751,1209.5167,416.2825,0.26940525,1173.5353,423.07913,0.19232158,1138.4236,429.3485,0.14958572
6776,1210.846,417.73,0.2176193,1163.8344,422.4891,0.234318,1150.4133,426.36984,0.224463,1209.4977,416.06958,0.2798817,1173.6517,423.12234,0.19252121,1138.8173,429.1248,0.15053615
6777,1210.581,417.43292,0.21378908,1166.797,424.8586,0.23647794,1150.752,426.18167,0.22014402,1209.0903,415.73117,0.28078246,1173.2678,422.67963,0.19161344,1138.5762,429.38315,0.14990823
6778,1210.6862,417.53336,0.22166105,1166.3916,424.30267,0.24012016,1151.0865,426.2997,0.22777057,1209.2753,415.8582,0.28594086,1172.951,422.91965,0.19212836,1138.2197,429.11392,0.15231748
6779,1210.2979,417.03464,0.2153843,1162.8466,422.88272,0.23730712,1139.441,428.62802,0.22570944,1208.9558,415.28018,0.2880248,1172.5421,423.1306,0.18853611,1135.7649,424.65326,0.14862514
6780,1210.424,417.40955,0.22172621,1166.9492,424.7562,0.23517886,1150.3921,426.12207,0.23946352,1209.0458,415.62628,0.28772947,1173.4968,422.7431,0.20270634,1134.7434,424.08957,0.154969
6781,1210.1406,417.5505,0.2155503,1163.5691,422.32925,0.2483144,1136.1448,428.2673,0.23682785,1208.8307,415.7539,0.28596374,1172.885,422.36893,0.19892105,1134.1173,423.96494,0.15173608
6782,1210.0873,417.13904,0.21910511,1164.3243,421.82028,0.24423835,1150.5,425.13443,0.23575185,1208.7721,415.4927,0.2809947,1173.1313,422.41693,0.20122358,1134.4597,423.02667,0.15118131
6783,1210.2363,417.13855,0.22188999,1164.4231,421.77432,0.24423459,1150.6853,425.01282,0.2391653,1208.8242,415.54095,0.2865587,1173.4275,422.55298,0.1987111,1134.8286,423.0235,0.15456954
6784,1209.7252,417.1008,0.22411014,1163.6785,422.18777,0.2508034,1150.9352,425.5262,0.23803964,1208.5037,415.40842,0.30324647,1173.0365,422.5746,0.20056458,1134.6499,423.57956,0.15263839
6785,1209.8273,417.34824,0.22297215,1163.2004,422.4688,0.2499503,1135.723,428.3775,0.23978603,1208.628,415.60504,0.29690173,1172.4183,422.66956,0.19172272,1133.763,424.18118,0.15185317
6786,1209.9807,417.61948,0.22405332,1163.0613,422.53036,0.24629413,1136.4971,427.9969,0.23681046,1208.6663,415.84753,0.2872862,1172.1741,422.77783,0.18984501,1134.4885,423.98145,0.15368293
6787,1209.7118,417.1869,0.21695355,1162.6361,422.89426,0.25446668,1136.2014,428.03958,0.2523003,1208.5647,415.56787,0.28968006,1171.5687,422.93048,0.18607715,1133.8806,424.3248,0.15216757
6788,1209.6855,416.86176,0.21767396,1162.6248,422.6928,0.24753915,1138.5092,428.03503,0.2334241,1208.395,415.2497,0.29558825,1171.8718,422.68567,0.1881458,1134.9242,424.2462,0.1520595
6789,1209.4032,416.86154,0.2155278,1162.9087,422.66147,0.24601379,1136.7952,428.09906,0.23231527,1208.2217,415.29398,0.30050534,1172.0358,422.848,0.1877088,1134.818,423.92563,0.15159732
6790,1209.4656,416.83444,0.21749747,1162.7013,422.7914,0.25458643,1137.1113,427.52377,0.24066217,1208.2502,415.32217,0.29274607,1171.6713,422.8783,0.18526992,1134.8934,423.6727,0.15402955
6791,1209.516,416.7954,0.2284646,1162.6564,422.7156,0.25222662,1137.6177,428.02386,0.2283714,1208.3188,415.24838,0.30435959,1171.7753,422.6457,0.19264457,1135.3593,424.14465,0.1508375
6792,1209.5741,417.5406,0.22856095,1163.5906,422.17395,0.2654546,1136.2759,427.20352,0.24675475,1208.3651,415.71094,0.30904615,1172.4604,422.6067,0.20117444,1134.1937,422.85388,0.15549052
6793,1209.3123,417.5903,0.22856441,1163.2979,422.3482,0.24868678,1151.3463,425.99646,0.23046276,1208.1649,415.85034,0.3141713,1172.4148,422.7405,0.19712979,1134.5182,423.73294,0.14797033
6794,1209.4359,417.86664,0.23737665,1163.4664,422.0212,0.24292889,1150.9846,425.86838,0.227461,1208.3955,416.04666,0.30628854,1172.81,422.20966,0.20089078,1134.6799,423.8934,0.14869481
6795,1209.9962,419.56335,0.22944283,1165.9938,424.9698,0.23207165,1151.1138,427.63943,0.21342386,1209.0061,417.5024,0.28288135,1173.0972,422.16824,0.18903816,1138.27,428.80603,0.15405747
6796,1209.9409,423.73883,0.19803837,1165.2495,424.62375,0.26194265,1140.3462,430.77768,0.23738785,21.254223,591.53156,0.24139433,1171.9929,422.40265,0.1834806,1137.6224,427.68292,0.16435665
6797,1209.4586,426.96353,0.2035615,1165.8701,424.2235,0.24484043,1141.4119,432.51364,0.21057023,1207.832,424.5507,0.24709705,1172.4987,422.4602,0.19489317,1137.8282,427.7815,0.17718175
6798,1206.7941,429.74423,0.23646928,1174.733,418.01627,0.2902958,1151.338,430.5704,0.16568595,1207.7307,429.65915,0.28311193,1174.6486,419.23987,0.22738393,1140.2374,429.61365,0.17234966
6799,1206.7567,434.52896,0.27731562,1175.1647,417.97403,0.32337895,1151.591,429.4994,0.18676664,1207.5908,433.50998,0.31034684,1175.6194,418.1375,0.25426307,1140.34,430.20215,0.1635656
6800,1205.6497,437.97485,0.27251267,1175.5625,417.29095,0.30637467,1168.0,426.41583,0.1776096,1205.7223,436.70184,0.28309608,1181.2832,419.48816,0.22604997,1153.0273,433.32983,0.13566226
6801,1204.5704,440.98343,0.24933775,1175.8492,416.72928,0.28856224,1167.3379,424.61713,0.17287359,1203.983,439.9875,0.2598391,1181.6207,418.853,0.22017173,95.03607,612.38904,0.12541798
6802,1199.8074,444.9605,0.24377123,1176.3694,408.01993,0.24188998,80.617294,626.68085,0.17849222,1205.1165,442.7879,0.26637894,1182.2784,416.97018,0.18652761,77.565315,625.0316,0.12739365
6803,1200.2429,446.6141,0.26011983,1176.4734,407.71863,0.258041,1166.765,413.6221,0.173164,1199.7161,447.2758,0.26320052,1180.219,414.06387,0.19197154,1214.7617,456.77567,0.13627756
6804,1200.8983,448.487,0.27699822,1177.9703,405.65964,0.24152397,80.518326,627.0124,0.18249178,1200.4064,448.7222,0.2884652,1200.3601,464.78906,0.16816655,1213.9939,456.694,0.14346455
6805,1201.3618,450.71252,0.28203356,1179.3644,405.13943,0.23841476,84.327126,628.5813,0.19288407,1201.1619,450.56964,0.28828335,1199.7859,464.75775,0.17694616,1213.6277,456.324,0.14711227
6806,1201.918,452.01462,0.28572193,1179.3307,404.61438,0.26906532,84.272224,628.6637,0.18914695,1201.7892,451.63025,0.28985944,1199.4131,464.55478,0.17881128,1213.2977,456.44733,0.14333394
6807,1203.1935,453.71017,0.29918745,1180.2408,404.4976,0.2627385,84.32966,628.60986,0.18403612,1203.2025,453.11462,0.325679,1198.9467,463.90677,0.20611137,1212.3547,456.0831,0.15429305
6808,1203.7876,455.16254,0.2931046,1179.391,403.99686,0.24826767,84.36847,628.60645,0.20113863,1203.8606,454.52148,0.32636392,1198.344,463.93472,0.20016435,1212.281,456.41727,0.1538504
6809,1204.5087,456.38464,0.28872597,1186.5104,421.9891,0.24300045,84.40244,629.0597,0.19654611,1204.5348,455.59717,0.3062827,1197.6609,463.3993,0.18347615,1212.3885,456.4399,0.15172315
6810,1205.5242,457.64926,0.27530614,1187.1086,421.80804,0.23414764,79.79771,626.8041,0.18222345,1205.6552,456.88153,0.30323038,1197.1619,463.38037,0.16933167,1212.2958,456.68442,0.15192612
6811,1206.7533,459.34854,0.26145416,1187.7306,421.61047,0.23352091,79.403435,626.1173,0.19203286,1206.7312,458.86975,0.29199588,1194.917,433.02905,0.17678246,1212.3278,457.32315,0.14760557
6812,1207.4039,460.50922,0.24417126,1188.1836,421.7534,0.23863626,79.013756,625.1304,0.18201678,1207.4125,459.82925,0.28685945,1195.1307,433.27942,0.16671617,1212.3695,457.81494,0.14120153
6813,1207.7015,461.25745,0.24085346,1188.4037,422.4383,0.23370342,79.47476,625.2026,0.18108372,1207.6549,460.69785,0.28469193,1195.0814,433.31137,0.1735911,1212.3569,458.3262,0.14141983
6814,1209.1049,463.021,0.22503024,1188.2236,421.78522,0.2913182,1172.6166,408.3605,0.20089579,1207.9221,457.80542,0.30344075,51.04515,620.2288,0.16613807,1215.2781,471.083,0.14121972
6815,1207.1056,463.85147,0.2227012,1188.3424,421.7404,0.26983032,1172.8177,408.6571,0.18859996,1208.2532,458.81348,0.3030708,18.590662,591.3274,0.1636686,1214.663,470.50742,0.15072426
6816,1208.05,460.24518,0.22329679,1189.3444,422.3246,0.2538667,67.741066,630.18774,0.17507707,1208.9172,460.20364,0.2989158,18.875547,591.20996,0.17279407,1214.1638,470.17487,0.16060577
6817,1209.0687,462.0906,0.22630563,1189.489,422.36075,0.238638,67.762245,630.4599,0.17412531,1210.1094,461.6544,0.30005085,19.176903,590.8054,0.17200549,1213.7477,469.78906,0.16517639
6818,1209.7738,463.93954,0.2246017,1189.8483,422.42215,0.2576881,67.963295,632.27167,0.17437007,1210.9685,463.20743,0.30097145,19.453522,590.4334,0.17255417,1213.6398,469.72333,0.16843459
6819,1210.1643,465.06888,0.22759166,1189.8396,422.857,0.2530426,67.93898,631.7848,0.18658675,1211.5312,464.22574,0.28877208,20.00956,590.3344,0.16798028,1213.6515,469.81308,0.17043108
6820,1206.7211,467.9978,0.23588869,1192.9559,434.6757,0.25457796,68.37474,632.5337,0.1693516,1211.9222,465.43658,0.29453275,50.599625,622.0034,0.17713976,1213.3292,469.81073,0.17768641
